txn_id,account_id,booking_date,value_date,amount,fee_amount,currency,txn_type,channel,category,merchant,status,reference,counterparty,description,source_system
TXN001914,ACC10027,2024-02-15,2024-02-15,1629.38,0.0,USD,CREDIT,CHECK,Payroll,Chase Settlement,POSTED,REF565555,CP3361,Payroll via CHECK,SETTLEMENT_FEED
TXN001915,ACC10000,2024-01-02,2024-01-02,227.99,0.0,EUR,DEBIT,CARD,Utilities,Delta Air,POSTED,REF275600,CP1874,Utilities via CARD,SETTLEMENT_FEED
TXN001916,ACC10032,2024-03-04,2024-03-05,40.0,0.0,USD,DEBIT,ATM,Healthcare,Internal Transfer,POSTED,REF625337,CP6128,Healthcare via ATM,SETTLEMENT_FEED
TXN001918,ACC10071,2024-01-23,2024-01-25,33.28,0.0,USD,DEBIT,CARD,Healthcare,ACME Payroll,POSTED,REF633729,CP3426,Healthcare via CARD,SETTLEMENT_FEED
TXN001919,ACC10026,2024-01-12,2024-01-12,19.37,0.0,USD,CREDIT,CARD,Retail,CVS Pharmacy,POSTED,REF675139,CP1341,Retail via CARD,SETTLEMENT_FEED
TXN001920,ACC10006,2024-08-12,2024-08-12,336.6,0.0,USD,DEBIT,ACH,Grocery,Whole Foods,POSTED,REF769484,CP8984,Grocery via ACH,SETTLEMENT_FEED
TXN001921,ACC10054,2024-07-24,2024-07-25,1907.66,1.5,USD,DEBIT,WIRE,Healthcare,Netflix,POSTED,REF527274,CP6582,Healthcare via WIRE,SETTLEMENT_FEED
TXN001922,ACC10019,2024-03-15,2024-03-16,20.0,2.5,USD,CREDIT,ATM,Grocery,Whole Foods,POSTED,REF722520,CP1027,Grocery via ATM,SETTLEMENT_FEED
TXN001923,ACC10041,2024-05-18,2024-05-20,7560.84,25.0,EUR,CREDIT,WIRE,Transfer,ATM Network,POSTED,REF141913,CP7284,Transfer via WIRE,SETTLEMENT_FEED
TXN001924,ACC10021,2024-06-10,2024-06-11,48.42,0.0,EUR,CREDIT,CARD,Restaurant,ATM Network,POSTED,REF176424,CP2032,Restaurant via CARD,SETTLEMENT_FEED
TXN001925,ACC10008,2024-06-14,2024-06-14,1193.21,0.0,EUR,DEBIT,ONLINE,Utilities,Chase Settlement,POSTED,REF952278,CP9965,Utilities via ONLINE,SETTLEMENT_FEED
TXN001926,ACC10036,2024-08-03,2024-08-03,1669.53,0.0,USD,DEBIT,ACH,Utilities,Fedwire Hub,POSTED,REF136245,CP3991,Utilities via ACH,SETTLEMENT_FEED
TXN001927,ACC10048,2024-04-06,2024-04-08,540.9,0.0,USD,CREDIT,ONLINE,Restaurant,City Power,POSTED,REF742046,CP6868,Restaurant via ONLINE,SETTLEMENT_FEED
TXN001928,ACC10024,2024-06-10,2024-06-10,53.42,0.0,EUR,DEBIT,CARD,Retail,City Power,POSTED,REF462583,CP6371,Retail via CARD,SETTLEMENT_FEED
TXN001929,ACC10002,2024-07-05,2024-07-05,21.54,15.0,GBP,CREDIT,WIRE,Fee,Fedwire Hub,POSTED,REF793463,CP2549,Fee via WIRE,SETTLEMENT_FEED
TXN001931,ACC10023,2024-07-18,2024-07-19,135.05,0.0,USD,CREDIT,ACH,ATM Withdrawal,Fedwire Hub,POSTED,REF875448,CP1524,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN001932,ACC10060,2024-02-11,2024-02-13,29.57,0.0,EUR,CREDIT,ACH,Interest,Uber,POSTED,REF817009,CP1835,Interest via ACH,SETTLEMENT_FEED
TXN001933,ACC10035,2024-04-26,2024-04-26,275.55,0.0,EUR,DEBIT,ACH,Healthcare,CVS Pharmacy,POSTED,REF196756,CP5111,Healthcare via ACH,SETTLEMENT_FEED
TXN001934,ACC10004,2024-07-27,2024-07-27,100.0,0.0,USD,CREDIT,ATM,Travel,Starbucks,SETTLED,REF355049,CP1079,Travel via ATM,SETTLEMENT_FEED
TXN001935,ACC10018,2024-01-14,2024-01-14,666.61,0.0,EUR,DEBIT,ACH,Subscription,ATM Network,POSTED,REF234490,CP4170,Subscription via ACH,SETTLEMENT_FEED
TXN001936,ACC10057,2024-05-23,2024-05-23,38.02,0.0,USD,DEBIT,MOBILE,Interest,CVS Pharmacy,POSTED,REF774714,CP8800,Interest via MOBILE,SETTLEMENT_FEED
TXN001937,ACC10028,2024-08-02,2024-08-02,20.16,0.0,USD,DEBIT,CARD,Grocery,ACME Payroll,SETTLED,REF775172,CP6777,Grocery via CARD,SETTLEMENT_FEED
TXN001938,ACC10064,2024-01-25,2024-01-25,50.14,0.0,USD,DEBIT,ONLINE,Subscription,Netflix,PENDING,REF919357,CP1145,Subscription via ONLINE,SETTLEMENT_FEED
TXN001939,ACC10011,2024-03-24,2024-03-24,93.14,0.0,USD,DEBIT,ACH,Transfer,ATM Network,POSTED,REF766920,CP8712,Transfer via ACH,SETTLEMENT_FEED
TXN001940,ACC10018,2024-05-24,2024-05-25,1440.18,0.0,EUR,CREDIT,ACH,Utilities,Fedwire Hub,POSTED,REF381368,CP3483,Utilities via ACH,SETTLEMENT_FEED
TXN001941,ACC10076,2024-04-15,2024-04-15,21.45,0.0,GBP,CREDIT,CARD,Travel,Delta Air,PENDING,REF916903,CP4919,Travel via CARD,SETTLEMENT_FEED
TXN001942,ACC10076,2024-04-15,2024-04-15,6.6,0.0,GBP,DEBIT,CARD,Subscription,Whole Foods,PENDING,REF911177,CP9546,Subscription via CARD,SETTLEMENT_FEED
TXN001943,ACC10060,2024-07-14,2024-07-14,43.05,0.0,EUR,DEBIT,CHECK,Subscription,Uber,POSTED,REF389573,CP6289,Subscription via CHECK,SETTLEMENT_FEED
TXN001944,ACC10028,2024-08-27,2024-08-27,175.83,0.0,USD,CREDIT,CARD,Subscription,Home Depot,POSTED,REF882216,CP7446,Subscription via CARD,SETTLEMENT_FEED
TXN001945,ACC10004,2024-07-11,2024-07-11,118.86,0.0,USD,CREDIT,CARD,Subscription,Chase Settlement,POSTED,REF167913,CP6241,Subscription via CARD,SETTLEMENT_FEED
TXN001946,ACC10013,2024-03-03,2024-03-04,784.39,0.0,GBP,CREDIT,ACH,Subscription,Uber,PENDING,REF861844,CP9477,Subscription via ACH,SETTLEMENT_FEED
TXN001947,ACC10041,2024-07-25,2024-07-25,47.12,0.0,EUR,DEBIT,CARD,Payroll,Chase Settlement,POSTED,REF395800,CP3633,Payroll via CARD,SETTLEMENT_FEED
TXN001948,ACC10041,2024-06-07,2024-06-08,35.81,0.0,EUR,CREDIT,CARD,Restaurant,Chase Settlement,PENDING,REF830958,CP5219,Restaurant via CARD,SETTLEMENT_FEED
TXN001949,ACC10003,2024-01-05,2024-01-07,44.81,0.0,USD,DEBIT,CARD,ATM Withdrawal,Amazon,POSTED,REF709726,CP7439,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN001950,ACC10061,2024-05-11,2024-05-12,427.56,0.0,USD,CREDIT,ACH,ATM Withdrawal,Netflix,POSTED,REF386107,CP4098,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN001951,ACC10066,2024-07-03,2024-07-03,989.33,0.0,USD,CREDIT,ACH,Utilities,Internal Transfer,POSTED,REF826566,CP2914,Utilities via ACH,SETTLEMENT_FEED
TXN001952,ACC10053,2024-08-04,2024-08-05,37.48,0.0,USD,DEBIT,CARD,Interest,Uber,POSTED,REF669467,CP3181,Interest via CARD,SETTLEMENT_FEED
TXN001953,ACC10031,2024-01-06,2024-01-06,80.0,0.0,USD,CREDIT,ATM,Transfer,CVS Pharmacy,POSTED,REF896724,CP5178,Transfer via ATM,SETTLEMENT_FEED
TXN001954,ACC10074,2024-08-06,2024-08-08,301.29,0.0,USD,CREDIT,ACH,Subscription,Fedwire Hub,POSTED,REF577298,CP1396,Subscription via ACH,SETTLEMENT_FEED
TXN001955,ACC10005,2024-04-15,2024-04-15,26.03,0.0,USD,CREDIT,MOBILE,Fee,Delta Air,POSTED,REF348253,CP8189,Fee via MOBILE,SETTLEMENT_FEED
TXN001956,ACC10045,2024-06-24,2024-06-24,20.59,0.0,EUR,DEBIT,CARD,Healthcare,City Power,POSTED,REF807514,CP7256,Healthcare via CARD,SETTLEMENT_FEED
TXN001957,ACC10004,2024-04-30,2024-04-30,3.47,0.0,USD,DEBIT,ONLINE,Fee,ATM Network,POSTED,REF106995,CP7796,Fee via ONLINE,SETTLEMENT_FEED
TXN001958,ACC10031,2024-06-05,2024-06-05,71.13,0.0,USD,DEBIT,CARD,Utilities,Amazon,POSTED,REF195804,CP2304,Utilities via CARD,SETTLEMENT_FEED
TXN001959,ACC10076,2024-03-15,2024-03-16,2234.74,0.0,GBP,DEBIT,MOBILE,Utilities,ACME Payroll,PENDING,REF935759,CP2928,Utilities via MOBILE,SETTLEMENT_FEED
TXN001960,ACC10044,2024-08-13,2024-08-13,230.69,0.0,USD,CREDIT,ONLINE,ATM Withdrawal,Home Depot,POSTED,REF206389,CP9019,ATM Withdrawal via ONLINE,SETTLEMENT_FEED
TXN001961,ACC10019,2024-03-28,2024-03-28,40.0,0.0,USD,DEBIT,ATM,Grocery,Amazon,POSTED,REF523694,CP1975,Grocery via ATM,SETTLEMENT_FEED
TXN001962,ACC10026,2024-06-17,2024-06-17,32.76,0.0,USD,DEBIT,CARD,Fee,Chase Settlement,POSTED,REF903966,CP9481,Fee via CARD,SETTLEMENT_FEED
TXN001963,ACC10021,2024-05-14,2024-05-14,487.22,0.0,EUR,CREDIT,ACH,Retail,CVS Pharmacy,PENDING,REF933463,CP6402,Retail via ACH,SETTLEMENT_FEED
TXN001964,ACC10028,2024-08-17,2024-08-18,13.66,0.0,USD,CREDIT,CARD,Restaurant,Uber,POSTED,REF163008,CP3593,Restaurant via CARD,SETTLEMENT_FEED
TXN001965,ACC10026,2024-03-13,2024-03-14,14.13,0.0,USD,DEBIT,CARD,Restaurant,Home Depot,POSTED,REF504227,CP2353,Restaurant via CARD,SETTLEMENT_FEED
TXN001966,ACC10039,2024-07-20,2024-07-21,135.75,0.0,USD,CREDIT,ACH,ATM Withdrawal,Stripe Payout,POSTED,REF701186,CP3629,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN001967,ACC10051,2024-03-16,2024-03-16,2424.8,0.0,EUR,DEBIT,ONLINE,Transfer,Uber,POSTED,REF375273,CP3469,Transfer via ONLINE,SETTLEMENT_FEED
TXN001968,ACC10033,2024-05-10,2024-05-10,44.12,0.0,USD,DEBIT,CARD,Healthcare,Internal Transfer,POSTED,REF682157,CP7091,Healthcare via CARD,SETTLEMENT_FEED
TXN001969,ACC10054,2024-05-10,2024-05-11,59.76,0.0,USD,CREDIT,CARD,Healthcare,Delta Air,POSTED,REF486260,CP6894,Healthcare via CARD,SETTLEMENT_FEED
TXN001970,ACC10058,2024-08-05,2024-08-05,6219.41,1.5,USD,DEBIT,WIRE,Subscription,Starbucks,POSTED,REF432848,CP7593,Subscription via WIRE,SETTLEMENT_FEED
TXN001971,ACC10007,2024-01-04,2024-01-04,71.67,0.0,GBP,DEBIT,CHECK,Travel,ACME Payroll,SETTLED,REF966715,CP1549,Travel via CHECK,SETTLEMENT_FEED
TXN001972,ACC10064,2024-05-19,2024-05-19,2793.19,15.0,USD,CREDIT,WIRE,Travel,Fedwire Hub,SETTLED,REF316501,CP7021,Travel via WIRE,SETTLEMENT_FEED
TXN001973,ACC10012,2024-06-19,2024-06-19,309.91,0.0,EUR,CREDIT,ACH,Healthcare,Amazon,POSTED,REF282438,CP9469,Healthcare via ACH,SETTLEMENT_FEED
TXN001974,ACC10016,2024-04-25,2024-04-25,1302.03,0.0,USD,CREDIT,WIRE,Healthcare,Whole Foods,POSTED,REF231489,CP1926,Healthcare via WIRE,SETTLEMENT_FEED
TXN001975,ACC10078,2024-02-13,2024-02-14,200.0,1.5,USD,CREDIT,ATM,Travel,Delta Air,SETTLED,REF265588,CP2441,Travel via ATM,SETTLEMENT_FEED
TXN001976,ACC10063,2024-08-22,2024-08-23,110.91,0.0,EUR,CREDIT,ONLINE,Transfer,Stripe Payout,POSTED,REF757494,CP2486,Transfer via ONLINE,SETTLEMENT_FEED
TXN001977,ACC10038,2024-04-20,2024-04-20,65.9,0.0,USD,DEBIT,ACH,Restaurant,Internal Transfer,POSTED,REF752551,CP1321,Restaurant via ACH,SETTLEMENT_FEED
TXN001978,ACC10040,2024-02-15,2024-02-16,4.46,0.0,GBP,CREDIT,MOBILE,Fee,Amazon,REVERSED,REF447264,CP2105,Fee via MOBILE,SETTLEMENT_FEED
TXN001979,ACC10055,2024-02-26,2024-02-26,108.21,0.0,USD,CREDIT,ONLINE,Grocery,ACME Payroll,POSTED,REF851930,CP6940,Grocery via ONLINE,SETTLEMENT_FEED
TXN001980,ACC10051,2024-05-23,2024-05-24,1184.2,0.0,EUR,DEBIT,WIRE,Travel,Home Depot,POSTED,REF588765,CP5208,Travel via WIRE,SETTLEMENT_FEED
TXN001981,ACC10058,2024-04-19,2024-04-21,27.74,0.0,USD,CREDIT,ACH,Interest,Starbucks,POSTED,REF380452,CP1686,Interest via ACH,SETTLEMENT_FEED
TXN001982,ACC10077,2024-07-16,2024-07-16,92.57,0.0,USD,CREDIT,CARD,Restaurant,CVS Pharmacy,POSTED,REF858566,CP5250,Restaurant via CARD,SETTLEMENT_FEED
TXN001983,ACC10054,2024-05-15,2024-05-17,1384.27,0.0,USD,CREDIT,ACH,Travel,ACME Payroll,POSTED,REF153631,CP9095,Travel via ACH,SETTLEMENT_FEED
TXN001984,ACC10044,2024-06-12,2024-06-12,195.19,0.0,USD,DEBIT,ACH,Transfer,Whole Foods,SETTLED,REF481788,CP1794,Transfer via ACH,SETTLEMENT_FEED
TXN001985,ACC10034,2024-03-08,2024-03-09,40.34,0.0,USD,CREDIT,CARD,Fee,ATM Network,POSTED,REF181273,CP1865,Fee via CARD,SETTLEMENT_FEED
TXN001986,ACC10063,2024-08-24,2024-08-25,131.91,0.0,EUR,CREDIT,ACH,Utilities,Home Depot,PENDING,REF529645,CP9296,Utilities via ACH,SETTLEMENT_FEED
TXN001987,ACC10053,2024-06-12,2024-06-13,139.45,0.0,USD,DEBIT,ONLINE,Payroll,ATM Network,POSTED,REF202308,CP8877,Payroll via ONLINE,SETTLEMENT_FEED
TXN001988,ACC10039,2024-07-25,2024-07-26,639.93,0.0,USD,CREDIT,MOBILE,Payroll,Starbucks,SETTLED,REF132826,CP3066,Payroll via MOBILE,SETTLEMENT_FEED
TXN001989,ACC10028,2024-03-06,2024-03-06,393.61,0.0,USD,CREDIT,ONLINE,Subscription,Fedwire Hub,POSTED,REF716564,CP6221,Subscription via ONLINE,SETTLEMENT_FEED
TXN001990,ACC10000,2024-02-10,2024-02-10,1170.07,0.0,EUR,DEBIT,ACH,Grocery,ACME Payroll,POSTED,REF868529,CP8574,Grocery via ACH,SETTLEMENT_FEED
TXN001991,ACC10044,2024-08-10,2024-08-10,409.79,0.0,USD,DEBIT,ACH,Travel,Uber,POSTED,REF631989,CP3633,Travel via ACH,SETTLEMENT_FEED
TXN001993,ACC10028,2024-08-15,2024-08-15,1046.85,0.0,USD,DEBIT,ACH,Payroll,Home Depot,POSTED,REF846715,CP4864,Payroll via ACH,SETTLEMENT_FEED
TXN001994,ACC10062,2024-08-24,2024-08-25,9.8,0.0,EUR,CREDIT,CARD,Interest,Uber,POSTED,REF113392,CP5220,Interest via CARD,SETTLEMENT_FEED
TXN001995,ACC10040,2024-07-30,2024-07-30,53.28,0.0,GBP,DEBIT,CARD,Retail,ACME Payroll,PENDING,REF950372,CP6970,Retail via CARD,SETTLEMENT_FEED
TXN001996,ACC10078,2024-01-25,2024-01-25,98.35,0.0,USD,CREDIT,ONLINE,Restaurant,Internal Transfer,POSTED,REF958341,CP9587,Restaurant via ONLINE,SETTLEMENT_FEED
TXN001997,ACC10049,2024-08-13,2024-08-13,30.48,0.0,EUR,DEBIT,CARD,Restaurant,Uber,POSTED,REF515622,CP5645,Restaurant via CARD,SETTLEMENT_FEED
TXN001998,ACC10058,2024-03-19,2024-03-19,311.99,0.0,USD,CREDIT,MOBILE,Healthcare,Uber,SETTLED,REF203395,CP7014,Healthcare via MOBILE,SETTLEMENT_FEED
TXN001999,ACC10016,2024-07-05,2024-07-06,21.66,0.0,USD,CREDIT,MOBILE,Fee,City Power,POSTED,REF270397,CP6048,Fee via MOBILE,SETTLEMENT_FEED
TXN002001,ACC10017,2024-06-06,2024-06-06,29.96,0.0,USD,DEBIT,CARD,ATM Withdrawal,Internal Transfer,POSTED,REF946921,CP8205,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN002002,ACC10034,2024-03-10,2024-03-10,15.43,0.0,USD,CREDIT,CARD,Retail,ACME Payroll,POSTED,REF190555,CP5912,Retail via CARD,SETTLEMENT_FEED
TXN002003,ACC10066,2024-05-25,2024-05-25,52.25,0.0,USD,CREDIT,ACH,Retail,Fedwire Hub,POSTED,REF323577,CP9058,Retail via ACH,SETTLEMENT_FEED
TXN002004,ACC10070,2024-01-19,2024-01-20,3294.08,0.0,USD,DEBIT,WIRE,Utilities,City Power,POSTED,REF889353,CP6340,Utilities via WIRE,SETTLEMENT_FEED
TXN002005,ACC10024,2024-07-22,2024-07-22,64.79,0.0,EUR,DEBIT,CARD,Restaurant,ATM Network,SETTLED,REF719248,CP2648,Restaurant via CARD,SETTLEMENT_FEED
TXN002006,ACC10008,2024-01-21,2024-01-23,180.8,0.0,EUR,DEBIT,CARD,Restaurant,Stripe Payout,POSTED,REF325144,CP6136,Restaurant via CARD,SETTLEMENT_FEED
TXN002007,ACC10010,2024-05-14,2024-05-15,2591.81,0.0,USD,CREDIT,WIRE,Transfer,Whole Foods,POSTED,REF765144,CP7056,Transfer via WIRE,SETTLEMENT_FEED
TXN002008,ACC10024,2024-04-17,2024-04-17,452.8,0.0,EUR,DEBIT,ONLINE,Healthcare,Whole Foods,SETTLED,REF186059,CP9126,Healthcare via ONLINE,SETTLEMENT_FEED
TXN002009,ACC10075,2024-01-26,2024-01-27,721.83,0.0,EUR,DEBIT,ONLINE,Healthcare,ACME Payroll,SETTLED,REF611908,CP4313,Healthcare via ONLINE,SETTLEMENT_FEED
TXN002010,ACC10037,2024-07-23,2024-07-24,1076.38,0.0,USD,CREDIT,WIRE,Transfer,ATM Network,POSTED,REF926513,CP7730,Transfer via WIRE,SETTLEMENT_FEED
TXN002011,ACC10050,2024-04-12,2024-04-13,29.65,25.0,USD,CREDIT,ATM,Fee,Starbucks,POSTED,REF660979,CP8800,Fee via ATM,SETTLEMENT_FEED
TXN002012,ACC10020,2024-05-27,2024-05-27,380.27,0.0,USD,DEBIT,ACH,Grocery,CVS Pharmacy,POSTED,REF926865,CP5618,Grocery via ACH,SETTLEMENT_FEED
TXN002013,ACC10045,2024-06-22,2024-06-23,234.95,0.0,EUR,CREDIT,ONLINE,Transfer,City Power,POSTED,REF832493,CP9564,Transfer via ONLINE,SETTLEMENT_FEED
TXN002014,ACC10070,2024-04-15,2024-04-18,80.0,25.0,USD,DEBIT,ATM,Travel,ACME Payroll,POSTED,REF623868,CP3429,Travel via ATM,SETTLEMENT_FEED
TXN002015,ACC10036,2024-02-21,2024-02-21,646.68,0.0,USD,DEBIT,ACH,Grocery,Whole Foods,POSTED,REF620477,CP1907,Grocery via ACH,SETTLEMENT_FEED
TXN002016,ACC10044,2024-01-01,2024-01-02,236.37,0.0,USD,DEBIT,ACH,Travel,Delta Air,POSTED,REF534522,CP7138,Travel via ACH,SETTLEMENT_FEED
TXN002018,ACC10064,2024-07-24,2024-07-24,11.52,0.0,USD,DEBIT,ACH,Fee,Stripe Payout,POSTED,REF295450,CP3341,Fee via ACH,SETTLEMENT_FEED
TXN002019,ACC10045,2024-04-07,2024-04-08,1380.95,0.0,EUR,DEBIT,ACH,ATM Withdrawal,ACME Payroll,POSTED,REF859253,CP9603,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN002020,ACC10063,2024-03-20,2024-03-22,456.02,0.0,EUR,CREDIT,ACH,Grocery,ATM Network,POSTED,REF767061,CP3386,Grocery via ACH,SETTLEMENT_FEED
TXN002021,ACC10003,2024-04-18,2024-04-19,23.16,0.0,USD,DEBIT,CARD,ATM Withdrawal,Starbucks,POSTED,REF614413,CP5718,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN002022,ACC10027,2024-06-25,2024-06-27,513.21,0.0,USD,DEBIT,ONLINE,Retail,ACME Payroll,POSTED,REF487473,CP2266,Retail via ONLINE,SETTLEMENT_FEED
TXN002023,ACC10030,2024-04-08,2024-04-08,395.17,0.0,USD,CREDIT,ACH,Healthcare,ACME Payroll,SETTLED,REF802023,CP5508,Healthcare via ACH,SETTLEMENT_FEED
TXN002024,ACC10020,2024-06-30,2024-07-01,34.33,0.0,USD,CREDIT,CHECK,Interest,Chase Settlement,PENDING,REF386788,CP9429,Interest via CHECK,SETTLEMENT_FEED
TXN002025,ACC10002,2024-02-24,2024-02-25,128.2,0.0,GBP,DEBIT,CHECK,Transfer,Home Depot,POSTED,REF406962,CP9137,Transfer via CHECK,SETTLEMENT_FEED
TXN002026,ACC10019,2024-03-07,2024-03-08,72.64,0.0,USD,DEBIT,ACH,ATM Withdrawal,Fedwire Hub,POSTED,REF399812,CP2931,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN002027,ACC10065,2024-05-31,2024-05-31,405.83,0.0,USD,DEBIT,ACH,Subscription,Amazon,PENDING,REF537804,CP1138,Subscription via ACH,SETTLEMENT_FEED
TXN002028,ACC10034,2024-01-17,2024-01-17,2.25,0.0,USD,DEBIT,ATM,Fee,Chase Settlement,POSTED,REF632848,CP3526,Fee via ATM,SETTLEMENT_FEED
TXN002029,ACC10078,2024-02-27,2024-02-29,161.24,0.0,USD,CREDIT,CARD,Restaurant,Starbucks,POSTED,REF494485,CP1157,Restaurant via CARD,SETTLEMENT_FEED
TXN002030,ACC10063,2024-06-30,2024-07-01,60.91,0.0,EUR,DEBIT,ONLINE,ATM Withdrawal,ACME Payroll,POSTED,REF455363,CP9192,ATM Withdrawal via ONLINE,SETTLEMENT_FEED
TXN002031,ACC10025,2024-06-30,2024-07-01,151.64,0.0,USD,DEBIT,CARD,Restaurant,Whole Foods,POSTED,REF978450,CP6145,Restaurant via CARD,SETTLEMENT_FEED
TXN002032,ACC10024,2024-08-22,2024-08-23,61.08,0.0,EUR,CREDIT,ACH,ATM Withdrawal,CVS Pharmacy,POSTED,REF738840,CP3717,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN002033,ACC10012,2024-05-27,2024-05-28,3160.58,0.0,EUR,DEBIT,ONLINE,Retail,Whole Foods,POSTED,REF873445,CP9487,Retail via ONLINE,SETTLEMENT_FEED
TXN002034,ACC10060,2024-02-26,2024-02-27,77.71,0.0,EUR,CREDIT,MOBILE,Travel,Netflix,REVERSED,REF349637,CP4750,Travel via MOBILE,SETTLEMENT_FEED
TXN002035,ACC10020,2024-08-19,2024-08-21,111.23,0.0,USD,CREDIT,ACH,Transfer,Fedwire Hub,POSTED,REF966936,CP5621,Transfer via ACH,SETTLEMENT_FEED
TXN002036,ACC10009,2024-05-13,2024-05-14,128.1,0.0,USD,DEBIT,CARD,ATM Withdrawal,Home Depot,POSTED,REF678115,CP2618,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN002037,ACC10029,2024-03-25,2024-03-25,60.0,0.0,USD,CREDIT,ATM,Transfer,Whole Foods,PENDING,REF547474,CP2260,Transfer via ATM,SETTLEMENT_FEED
TXN002038,ACC10043,2024-03-04,2024-03-05,32.13,11.37,USD,CREDIT,CARD,Interest,ACME Payroll,POSTED,REF332372,CP3686,Interest via CARD,SETTLEMENT_FEED
TXN002039,ACC10022,2024-05-12,2024-05-12,60.58,0.0,EUR,DEBIT,CARD,Restaurant,Internal Transfer,POSTED,REF869396,CP9974,Restaurant via CARD,SETTLEMENT_FEED
TXN002040,ACC10037,2024-08-18,2024-08-20,100.0,15.0,USD,CREDIT,ATM,ATM Withdrawal,Whole Foods,POSTED,REF340839,CP8620,ATM Withdrawal via ATM,SETTLEMENT_FEED
TXN002041,ACC10015,2024-02-13,2024-02-13,197.45,0.0,USD,CREDIT,MOBILE,Payroll,ACME Payroll,POSTED,REF545400,CP6431,Payroll via MOBILE,SETTLEMENT_FEED
TXN002042,ACC10017,2024-01-04,2024-01-04,22.13,0.0,USD,DEBIT,CARD,Fee,Delta Air,PENDING,REF127701,CP7414,Fee via CARD,SETTLEMENT_FEED
TXN002043,ACC10030,2024-08-04,2024-08-04,544.57,0.0,USD,CREDIT,MOBILE,Subscription,Whole Foods,POSTED,REF745249,CP1875,Subscription via MOBILE,SETTLEMENT_FEED
TXN002044,ACC10000,2024-06-21,2024-06-21,792.97,0.0,EUR,DEBIT,MOBILE,ATM Withdrawal,CVS Pharmacy,POSTED,REF831955,CP8264,ATM Withdrawal via MOBILE,SETTLEMENT_FEED
TXN002045,ACC10053,2024-03-22,2024-03-22,29.83,0.0,USD,CREDIT,ACH,Interest,Starbucks,POSTED,REF392646,CP8943,Interest via ACH,SETTLEMENT_FEED
TXN002046,ACC10077,2024-07-05,2024-07-05,205.18,0.0,USD,DEBIT,ACH,Healthcare,CVS Pharmacy,POSTED,REF224785,CP7943,Healthcare via ACH,SETTLEMENT_FEED
TXN002047,ACC10041,2024-05-31,2024-05-31,17.95,0.0,EUR,DEBIT,CARD,Travel,Stripe Payout,POSTED,REF890261,CP4416,Travel via CARD,SETTLEMENT_FEED
TXN002048,ACC10057,2024-07-10,2024-07-11,67.59,0.0,USD,CREDIT,ACH,ATM Withdrawal,Stripe Payout,POSTED,REF830028,CP7608,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN002049,ACC10015,2024-01-28,2024-01-29,374.43,0.0,USD,DEBIT,ONLINE,Retail,ACME Payroll,POSTED,REF485969,CP3351,Retail via ONLINE,SETTLEMENT_FEED
TXN002050,ACC10006,2024-03-20,2024-03-20,35.54,0.0,USD,CREDIT,MOBILE,Payroll,Amazon,SETTLED,REF717099,CP4144,Payroll via MOBILE,SETTLEMENT_FEED
TXN002051,ACC10075,2024-05-21,2024-05-23,365.34,0.0,EUR,DEBIT,ONLINE,Travel,Amazon,POSTED,REF180931,CP2083,Travel via ONLINE,SETTLEMENT_FEED
TXN002052,ACC10056,2024-03-30,2024-04-01,283.7,0.0,USD,CREDIT,MOBILE,Payroll,Stripe Payout,POSTED,REF469958,CP5310,Payroll via MOBILE,SETTLEMENT_FEED
TXN002053,ACC10041,2024-04-28,2024-05-02,169.67,0.0,EUR,CREDIT,CARD,Payroll,Fedwire Hub,POSTED,REF969116,CP7711,Payroll via CARD,SETTLEMENT_FEED
TXN002054,ACC10052,2024-08-25,2024-08-27,304.47,0.0,USD,DEBIT,ONLINE,Restaurant,Home Depot,POSTED,REF886128,CP3594,Restaurant via ONLINE,SETTLEMENT_FEED
TXN002055,ACC10028,2024-04-26,2024-04-28,4.91,0.0,USD,CREDIT,CHECK,Interest,Fedwire Hub,SETTLED,REF190688,CP9986,Interest via CHECK,SETTLEMENT_FEED
TXN002056,ACC10027,2024-03-22,2024-03-22,408.06,0.0,USD,DEBIT,CHECK,Restaurant,Home Depot,POSTED,REF545341,CP2638,Restaurant via CHECK,SETTLEMENT_FEED
TXN002057,ACC10006,2024-05-26,2024-05-26,14.41,0.0,USD,CREDIT,CARD,Payroll,Starbucks,SETTLED,REF839867,CP5301,Payroll via CARD,SETTLEMENT_FEED
TXN002058,ACC10000,2024-02-09,2024-02-09,167.95,0.0,EUR,CREDIT,CARD,Payroll,CVS Pharmacy,POSTED,REF877631,CP3408,Payroll via CARD,SETTLEMENT_FEED
TXN002059,ACC10044,2024-03-18,2024-03-19,37.01,0.0,USD,CREDIT,MOBILE,ATM Withdrawal,Amazon,POSTED,REF908979,CP3891,ATM Withdrawal via MOBILE,SETTLEMENT_FEED
